Text,Actual Sentiment,Predicted Sentiment,Confidence
company distributes hiab products well products,neutral,neutral,0.88850355
company present hold shares,neutral,neutral,0.9439697
company disclose sum applied,neutral,neutral,0.9227436
company expects meat purchases remain mn kilos,neutral,neutral,0.81092024
company expects open first online shop us summer,neutral,neutral,0.81094563
company decided stop operations ruukki construction division latvia lithuania concentrate production logistics parnu estonia,neutral,negative,0.82556176
company intends launch housing development acquired land plots construct square metres housing per annum,neutral,neutral,0.91815424
company headquartered sievi finland listed nordic exchange helsinki,neutral,neutral,0.94429946
company may time possession one tenth shares maximum,neutral,neutral,0.94336236
company operates power plants tyumen chelyabinsk regions khanty mansi autonomous district,neutral,neutral,0.9290872
company operates worldwide employs total approximately persons,neutral,neutral,0.91994995
company reiterates outlook,neutral,neutral,0.93911636
company board directors propose dividend eur per share annual general meeting scheduled held march,neutral,neutral,0.9334368
company board directors would propose dividend eur per share,neutral,neutral,0.941827
company board directors would propose dividend eur per share,neutral,neutral,0.941827
company equipment rental portfolio consists primarily tools small mid sized customers construction industry,neutral,neutral,0.95016277
company model based developer contracting construction projects customer focused project management,neutral,neutral,0.9343018
company said results third quarter include non recurring items,neutral,neutral,0.9083518
company says measures longer needed,neutral,neutral,0.7439715
company serves approximately customers countries,neutral,neutral,0.9262733
company serves customers various industries including process resources industrial machinery architecture building construction electrical transportation electronics chemical petrochemical energy information technology well catering households,neutral,neutral,0.9431761
company serves customers various industries including process resources industrial machinery architecture building construction electrical transportation electronics chemical petrochemical energy information technology well catering households,neutral,neutral,0.9431761
company supposed deliver machinery veneer mill tomsk region russia,neutral,neutral,0.8867704
company also shut one paper machine finland one austria well two label paper machines finland months helsinki based upm said yesterday,neutral,negative,0.92255753
company disclose details including anticipated transaction timetable name new investor within one week,neutral,neutral,0.95151657
company issue inaugural eurobond deal near future subject market conditions,neutral,neutral,0.863934
company propose dividend eur per share,neutral,neutral,0.88773686
compnay also said would lower price development projects one third compared last november,neutral,positive,0.57734156
construction project scheduled start second quarter new building scheduled place end,neutral,neutral,0.9015176
contract also includes installation work new multistorey carpark close vehicles,neutral,neutral,0.77612376
contract comprises log handling line peeling line veneer drying grading line,neutral,neutral,0.9395215
contract covers supply temporary heating equipment lkab new pellet plant kiruna northern sweden,neutral,neutral,0.88977414
contract allotted per lowest price criteria,neutral,neutral,0.8222138
contract includes design construction delivery equipment installation commissioning,neutral,neutral,0.9386938
contract includes software licences application maintenance training,neutral,neutral,0.95145655
contract incorporates convergent charging rating solution voice data includes internet gprs sms mms wap,neutral,neutral,0.8978576
contract next year,neutral,neutral,0.9171765
contract take effect five ten year period,neutral,neutral,0.9266836
contracts raute corporation muling kemian wood products co ltd announced november taken effect,neutral,neutral,0.9091758
contracts employees blue collar workers ended march august,negative,negative,0.821134
current lay offs additional temporary lay offs agreed december may,negative,negative,0.94418067
cvs proposed members available viewing march onwards internet www sampo com ir,neutral,neutral,0.94963485
deal also includes ten year maintenance agreement,neutral,neutral,0.8551636
deal includes option cramo buy minority stake,neutral,neutral,0.9115173
deal includes entire personnel planmill oy transfer new company called old employees,neutral,neutral,0.9311811
decision means temporary lay offs fixed duration company nastola jyvaskyla units southern central finland respectively,negative,negative,0.9502529
decision french court relates claims raised twenty one former aspocomp employees company said,neutral,negative,0.64573854
