Text,Actual Sentiment,Predicted Sentiment,Confidence,Impact Score
philips available comment report,neutral,neutral,0.9371432,18.742864
finland alma media focus quality developing chain operations,neutral,neutral,0.93713516,18.7427032
company said operations sold newly established company cps gmbh present management plastics business co owner,neutral,neutral,0.9371158,18.742316000000002
kaleva kustannus oy business id according notice august acquired alma media shares,neutral,neutral,0.9370946,18.741892
tekla structures product box needed made recycled material,neutral,neutral,0.937089,18.74178
two sites included later,neutral,neutral,0.9370884,18.741768000000004
ecb mainly target inflation,neutral,neutral,0.9370813,18.741626
industry asia pakistan malaysia taiwan philippines today global research data services going publish several market analyses cement markets asia,neutral,neutral,0.93708044,18.7416088
satama trainers house remain names independent brands business areas,neutral,neutral,0.93707687,18.7415374
popular mobile data services email surfing internet well news weather services,neutral,neutral,0.9370644,18.741288
subscribe magazine,neutral,neutral,0.93705267,18.741053400000002
group business sectors building construction infrastructure construction technical building services building products,neutral,neutral,0.93699867,18.7399734
latvia stockmann shopping mall subsidiary finland stockmann plc,neutral,neutral,0.9369934,18.739868
amanda capital investments private equity funds unquoted companies mainly europe,neutral,neutral,0.93698496,18.7396992
comptel vendor dynamic operations support system oss software selected orascom telecom oth partner provisioning activation solutions mobile services,positive,neutral,0.93692267,18.738453399999997
risto jalo chief executive dormus print also owner remainder company keep position acquisition,neutral,neutral,0.93691933,18.738386600000002
qpr processguide available system solution centralized storage management process content well standalone desktop version qpr processguide xpress,neutral,neutral,0.9368764,18.737528000000005
recently founded virent energy systems inc person catalytic biofuels company president ceo led company multiple financings defined company market strategy secured company first customers,neutral,neutral,0.9368686,18.737372
make available following brand new market analyses cement uk cement poland cement belgium analyses give clear overview actual situation future outlook cement industry european countries,neutral,neutral,0.9368442,18.736884
tonnes asphalt mix used contract,neutral,neutral,0.93682253,18.7364506
scanfil plc global contract manufacturer systems supplier communication industrial electronics,neutral,neutral,0.93682164,18.736432800000003
omx market forwards mature may novator finland oy direct shareholding amer sports corporation exceed one fifth company shares voting rights,neutral,neutral,0.93681574,18.736314800000002
stock exchange release sanoma published annual report financial statements first corporate responsibility report,neutral,neutral,0.936803,18.736060000000002
sponda property investment company specialising commercial properties largest cities finland russia,neutral,neutral,0.9367943,18.735886
poyry net sales amounted eur million employs experts,neutral,neutral,0.9367905,18.73581
selling information systems development business finns,neutral,neutral,0.93677557,18.7355114
trading new shares right dividends distributions funds start exchange helsinki tomorrow,neutral,neutral,0.93675673,18.735134600000002
annual report sent automatically shareholders holding least sampo plc shares,neutral,neutral,0.93674755,18.734951
report profiles companies including many key niche players worldwide black decker corporation fiskars corporation fiskars brands inc husqvarna outdoor products inc k group ryobi technologies inc scotts miracle gro company van group inc,neutral,neutral,0.9367229,18.734458
report profiles companies including many key niche players worldwide black decker corporation fiskars corporation fiskars brands inc husqvarna outdoor products inc k group ryobi technologies inc scotts miracle gro company van group inc,neutral,neutral,0.9367229,18.734458
aim understand different traffic patterns based use building,neutral,neutral,0.9367136,18.734272
need malware removal tools type url vendor choice directly browser bar use links website wrote trend micro rik ferguson monday,neutral,neutral,0.93669367,18.7338734
total number voting rights,neutral,neutral,0.9366831,18.733662000000002
ukraine act partner major bakery clients production product development,neutral,neutral,0.93665856,18.7331712
repurchase bonds executed open market accordance section f terms conditions convertible bonds,neutral,neutral,0.93662864,18.732572800000003
yvonne jones owner chameleon interiors,neutral,neutral,0.93660885,18.732177000000004
tecnomen convergent charging solution includes functionality prepaid post paid billing charging rating voice calls video calls raw data traffic type content services mobile fixed networks,neutral,neutral,0.93658054,18.731610800000002
basware invoice processing basware contract matching basware order matching basware kpi reporting tool part basware enterprise purchase pay solution suite,neutral,neutral,0.93656313,18.7312626
tanks delivered company currently building chemical tank farm antwerp northern belgium,neutral,neutral,0.9365182,18.730363999999998
currently global fortune companies using ssh security solutions,neutral,neutral,0.93650115,18.730023000000003
transaction expected finalized dec,neutral,neutral,0.9364996,18.729992
